Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Agile Project Manager,2.7,Bukalapak,Bandar Lampung,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"GoJek, Traveloka, Tokopedia",1258,14695,"We need an Agile Project Manager with skills in Agile, Leadership, Scrum. Main tasks: Collaborate with agile teams, Ensure project delivery, Facilitate agile processes."
Data Engineer,2.7,Gudang Garam,Lhokseumawe,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Sampoerna, Unilever Indonesia, Indofood",3192,49935,"Hiring a Data Engineer experienced with Python, ETL, SQL. You will be responsible for Develop ETL processes, Build and maintain data pipelines, Collaborate with data scientists."
Research Scientist,4.0,Pertamina,Tanjungbalai,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"PLN (Perusahaan Listrik Negara), Bumi Resources",1934,23298,"Join us as a Research Scientist. Required skills: Python, Machine Learning, Data Analysis. Duties: Conduct research and experiments, Develop new methodologies, Analyze experimental data."
Interaction Designer,3.3,PT Telkom Indonesia,Tual,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"XL Axiata, Telekomunikasi Selular (Telkomsel), Indosat Ooredoo",131,2421,"We are looking for an Interaction Designer skilled in User Testing, UI Design, Interaction Design. Responsibilities include Ensure interaction quality, Collaborate with developers, Design interactive experiences."
Program Manager,3.8,Bukalapak,Manado,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"Traveloka, Tokopedia, GoJek",766,14695,"Join us as a Program Manager. Required skills: Agile, Program Management, Scrum. Duties: Manage program budgets, Ensure program delivery, Manage programs."
Interaction Designer,4.0,Indofood,Tasikmalaya,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Djarum, Unilever Indonesia, Sampoerna",3361,41264,"We are looking for an Interaction Designer skilled in User Testing, Prototyping, UI Design. Responsibilities include Create prototypes, Design interactive experiences, Collaborate with developers."
Full-stack Developer,2.8,Indofood,Banjarmasin,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Gudang Garam, Sampoerna, Djarum",3397,41264,"We need a Full-stack Developer with skills in JavaScript, CSS, HTML. Main tasks: Work with HTML, CSS, JavaScript, and server-side languages, Develop both front-end and back-end, Collaborate with designers and developers."
Data Analyst,4.9,Indomaret,Tebing Tinggi,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",3682,61964,"Seeking a Data Analyst proficient in Tableau, SQL, Excel. Responsibilities include Identify trends and patterns, Support data-driven decision making, Create reports and dashboards."
Data Mining Engineer,4.6,Bank Mandiri,Tomohon,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI)",5078,79344,"Seeking a Data Mining Engineer proficient in Algorithms, SQL, Data Mining. Responsibilities include Optimize algorithms, Provide actionable insights, Analyze large datasets."
Graphic Designer,4.4,Kalbe Farma,Tasikmalaya,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,5628,67133,"Seeking a Graphic Designer proficient in Adobe Photoshop, Illustrator, InDesign. Responsibilities: Create visual designs, Develop branding materials, Collaborate with marketing teams."
Reinforcement Learning Specialist,4.8,Kalbe Farma,Subulussalam,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4347,67133,"Join our team as a Reinforcement Learning Specialist. Skills required: Reinforcement Learning, Machine Learning, TensorFlow. Responsibilities: Collaborate with data scientists, Conduct experiments, Optimize RL algorithms."
Product Manager,3.6,Bumi Resources,Lubuklinggau,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",4063,55999,"Hiring a Product Manager experienced with Product Management, Scrum, Leadership. You will be responsible for Work with cross-functional teams, Ensure product success, Manage product lifecycle."
Agile Project Manager,5.0,Garuda Indonesia,Remote,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",3721,67312,"We need an Agile Project Manager with skills in Project Management, Communication, Scrum. Main tasks: Facilitate agile processes, Communicate with stakeholders, Collaborate with agile teams."
Agile Project Manager,4.1,Bank Rakyat Indonesia (BRI),Bandar Lampung,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",2881,41943,"We need an Agile Project Manager with skills in Agile, Communication, Project Management. Main tasks: Manage agile projects, Ensure project delivery, Communicate with stakeholders."
Product Manager,2.7,Blue Bird Group,Jakarta,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2323,29347,"Hiring a Product Manager experienced with Agile, Scrum, Product Management. You will be responsible for Ensure product success, Define product vision, Work with cross-functional teams."
Front-end Developer,4.2,Sinar Mas Group,Pariaman,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2214,28105,"Seeking a Front-end Developer with skills in HTML, Vue.js, React. Responsibilities: Develop user interfaces, Optimize front-end performance, Work with HTML, CSS, and JavaScript."
Product Manager,4.5,Gudang Garam,Tidore Kepulauan,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Indofood, Unilever Indonesia, Djarum",3755,49935,"Hiring a Product Manager experienced with Agile, Product Development, Leadership. You will be responsible for Ensure product success, Work with cross-functional teams, Define product vision."
Deep Learning Engineer,3.4,Indomaret,Bau-Bau,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",3394,61964,"Hiring a Deep Learning Engineer experienced with Keras, TensorFlow, Deep Learning. You will be responsible for Work with TensorFlow and Keras, Collaborate with data scientists, Develop deep learning models."
Data Engineer,5.0,Indomaret,Bukittinggi,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Matahari Department Store, Alfamart",4016,61964,"Hiring a Data Engineer experienced with Hadoop, Python, Big Data. You will be responsible for Work with big data technologies, Collaborate with data scientists, Build and maintain data pipelines."
Technical Project Manager,3.5,Matahari Department Store,Parepare,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",3146,49073,"Seeking a Technical Project Manager proficient in Technical Background, Project Management, Agile. Responsibilities include Ensure project delivery, Work with cross-functional teams, Manage project timelines."
Computer Vision Engineer,4.3,Indomaret,Tanjungpinang,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",3426,61964,"We are looking for a Computer Vision Engineer skilled in Computer Vision, OpenCV, Image Processing. Responsibilities include Develop computer vision models, Collaborate with data scientists, Work with image data."
Data Analyst,4.4,Lippo Group,Payakumbuh,Padang,1001 to 5000 employees,2003,Company - Corporation (C Corp),Conglomerate,Conglomerate,Sinar Mas Group,5720,81686,"Seeking a Data Analyst proficient in Excel, SQL, Tableau. Responsibilities include Analyze business data, Support data-driven decision making, Work with SQL and Excel."
Data Mining Engineer,3.1,Djarum,Padang,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Gudang Garam, Unilever Indonesia, Sampoerna",4224,52425,"Seeking a Data Mining Engineer proficient in SQL, Algorithms, R. Responsibilities include Work with data scientists, Analyze large datasets, Provide actionable insights."
NLP Engineer (Natural Language Processing),5.0,Garuda Indonesia,Salatiga,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",4129,67312,"Join us as an NLP Engineer. Required skills: Python, NLP, Text Mining. Duties: Use NLP libraries, Work with text data, Develop NLP models."
Web Application Developer,4.8,Gudang Garam,Banjar,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Indofood, Sampoerna, Djarum",3147,49935,"We are looking for a Web Application Developer skilled in HTML, CSS, JavaScript. Responsibilities include Work with JavaScript and APIs, Develop web applications, Ensure application security."
Web Application Developer,4.8,GoJek,Jakarta,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Tokopedia, Traveloka",3491,42110,"We are looking for a Web Application Developer skilled in Web Development, CSS, HTML. Responsibilities include Develop web applications, Work with JavaScript and APIs, Optimize web application performance."
Agile Project Manager,4.5,Telekomunikasi Selular (Telkomsel),Tidore Kepulauan,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"XL Axiata, Indosat Ooredoo, PT Telkom Indonesia",4575,66317,"We need an Agile Project Manager with skills in Agile, Project Management, Leadership. Main tasks: Communicate with stakeholders, Manage agile projects, Facilitate agile processes."
Scrum Master,2.7,Traveloka,Sorong,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Bukalapak, GoJek, Tokopedia",3202,56985,"We are looking for a Scrum Master skilled in Scrum, Facilitation, Project Management. Responsibilities include Facilitate scrum processes, Ensure team productivity, Support agile teams."
Graphic Designer,3.7,Ciputra Development,Kendari,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,334,5075,"Seeking a Graphic Designer proficient in Graphic Design, Adobe Photoshop, InDesign. Responsibilities: Work with design tools, Collaborate with marketing teams, Ensure design quality."
Big Data Specialist,3.7,Astra International,Padang Panjang,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Blue Bird Group, Garuda Indonesia",1975,27435,"We are looking for a Big Data Specialist skilled in Python, Spark, NoSQL. Responsibilities include Ensure data scalability, Collaborate with data engineers, Manage and analyze large datasets."
Big Data Specialist,4.6,Garuda Indonesia,Ambon,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",5211,67312,"We are looking for a Big Data Specialist skilled in Big Data, Spark, Python. Responsibilities include Work with Hadoop and Spark, Ensure data scalability, Collaborate with data engineers."
Machine Learning Engineer,4.6,Tokopedia,Bitung,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, GoJek, Traveloka",315,3915,"Join our team as a Machine Learning Engineer. Skills required: TensorFlow, Deep Learning, Scikit-Learn. Responsibilities: Collaborate with data scientists, Develop machine learning models, Deploy ML solutions."
JavaScript Developer,4.5,Alfamart,Pasuruan,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Indomaret, Matahari Department Store",5201,69897,"Hiring a JavaScript Developer proficient in Angular, Node.js, React. Responsibilities: Develop applications using JavaScript, Work with frameworks like React and Node.js, Optimize JavaScript performance."
Data Mining Engineer,3.5,Garuda Indonesia,Padang Sidempuan,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",5356,67312,"Seeking a Data Mining Engineer proficient in Algorithms, SQL, Python. Responsibilities include Develop data mining models, Analyze large datasets, Provide actionable insights."
Computer Vision Engineer,4.3,Indofood,Mataram,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Gudang Garam, Sampoerna, Djarum",2956,41264,"We are looking for a Computer Vision Engineer skilled in Image Processing, Computer Vision, OpenCV. Responsibilities include Optimize image processing algorithms, Use OpenCV and TensorFlow, Develop computer vision models."
Graphic Designer,4.9,Garuda Indonesia,Solok,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",4959,67312,"Seeking a Graphic Designer proficient in Illustrator, Creativity, Adobe Photoshop. Responsibilities: Work with design tools, Develop branding materials, Ensure design quality."
Robotics Engineer,4.6,Indomaret,Tasikmalaya,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",5512,61964,"Seeking a Robotics Engineer proficient in Python, Control Systems, Robotics. Responsibilities include Work with control systems, Program robots, Test and optimize robotics algorithms."
UI/UX Developer,2.8,Lippo Group,Pariaman,Padang,1001 to 5000 employees,2003,Company - Corporation (C Corp),Conglomerate,Conglomerate,Sinar Mas Group,6445,81686,"Join us as a UI/UX Developer. Required skills: Sketch, UX Research, Adobe XD. Duties: Create prototypes, Conduct user research, Collaborate with developers."
Research Scientist,3.9,Sampoerna,Banjarbaru,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Indofood, Gudang Garam, Djarum",2195,25742,"Join us as a Research Scientist. Required skills: Machine Learning, Data Analysis, Statistics. Duties: Analyze experimental data, Collaborate with other scientists, Conduct research and experiments."
Graphic Designer,2.8,Kalbe Farma,Banjarbaru,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4042,67133,"Seeking a Graphic Designer proficient in InDesign, Illustrator, Creativity. Responsibilities: Ensure design quality, Develop branding materials, Work with design tools."
Back-end Developer,4.5,Pertamina,Yogyakarta,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"PLN (Perusahaan Listrik Negara), Bumi Resources",1474,23298,"Hiring a Back-end Developer experienced with APIs, Python, Java. Responsibilities: Develop server-side logic, Collaborate with front-end developers, Work with databases."
Computer Vision Engineer,4.1,Bank Central Asia (BCA),Makassar,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Mandiri, Bank Negara Indonesia (BNI)",1826,31814,"We are looking for a Computer Vision Engineer skilled in OpenCV, Image Processing, Deep Learning. Responsibilities include Collaborate with data scientists, Use OpenCV and TensorFlow, Optimize image processing algorithms."
Interaction Designer,4.3,Djarum,Tomohon,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Sampoerna, Gudang Garam, Unilever Indonesia",3101,52425,"We are looking for an Interaction Designer skilled in Adobe XD, Prototyping, User Testing. Responsibilities include Work with design tools, Collaborate with developers, Ensure interaction quality."
UX Designer,3.9,Kalbe Farma,Subulussalam,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,3962,67133,"We need a UX Designer with skills in Prototyping, Sketch, UX Research. Main tasks: Design user experiences, Ensure usability, Conduct user research."
Web Developer,3.1,Garuda Indonesia,Pasuruan,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",5030,67312,"We need a Web Developer proficient in Node.js, JavaScript, CSS. Responsibilities: Develop and maintain websites, Collaborate with designers, Work with HTML, CSS, and JavaScript."
Data Engineer,3.6,Telekomunikasi Selular (Telkomsel),Tanjungbalai,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"Indosat Ooredoo, PT Telkom Indonesia, XL Axiata",5067,66317,"Hiring a Data Engineer experienced with SQL, Python, Big Data. You will be responsible for Work with big data technologies, Ensure data quality and integrity, Build and maintain data pipelines."
Robotics Engineer,3.1,Pertamina,Palembang,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"PLN (Perusahaan Listrik Negara), Bumi Resources",1561,23298,"Seeking a Robotics Engineer proficient in C++, Robotics, ROS. Responsibilities include Collaborate with other engineers, Test and optimize robotics algorithms, Develop robotics solutions."
Research Scientist,4.1,Ciputra Development,Banjarbaru,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,420,5075,"Join us as a Research Scientist. Required skills: Python, Statistics, R. Duties: Collaborate with other scientists, Publish research findings, Analyze experimental data."
Web Application Developer,4.4,Ciputra Development,Probolinggo,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,427,5075,"We are looking for a Web Application Developer skilled in Web Development, CSS, HTML. Responsibilities include Optimize web application performance, Collaborate with designers, Develop web applications."
Machine Learning Engineer,4.6,Traveloka,Tual,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"GoJek, Tokopedia, Bukalapak",4228,56985,"Join our team as a Machine Learning Engineer. Skills required: NLP, TensorFlow, Scikit-Learn. Responsibilities: Collaborate with data scientists, Work with TensorFlow and PyTorch, Deploy ML solutions."
Interaction Designer,4.7,GoJek,Tangerang Selatan,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Traveloka, Tokopedia",2897,42110,"We are looking for an Interaction Designer skilled in Prototyping, Adobe XD, UI Design. Responsibilities include Ensure interaction quality, Collaborate with developers, Design interactive experiences."
AI Research Scientist,2.9,Bumi Resources,Cimahi,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"Pertamina, PLN (Perusahaan Listrik Negara)",4194,55999,"We need an AI Research Scientist with skills in Research, Python, AI. Main tasks: Conduct AI research, Publish research papers, Analyze experimental results."
Interaction Designer,4.6,Traveloka,Bekasi,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Tokopedia, Bukalapak, GoJek",4115,56985,"We are looking for an Interaction Designer skilled in UI Design, Adobe XD, Interaction Design. Responsibilities include Collaborate with developers, Ensure interaction quality, Work with design tools."
Graphic Designer,3.7,Tokopedia,Bengkulu,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, GoJek, Bukalapak",255,3915,"Seeking a Graphic Designer proficient in Graphic Design, Creativity, InDesign. Responsibilities: Develop branding materials, Ensure design quality, Create visual designs."
Technical Project Manager,3.7,Sinar Mas Group,Sorong,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2436,28105,"Seeking a Technical Project Manager proficient in Scrum, Agile, Project Management. Responsibilities include Work with cross-functional teams, Manage technical projects, Communicate with stakeholders."
IT Project Manager,3.8,Pertamina,Balikpapan,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"Bumi Resources, PLN (Perusahaan Listrik Negara)",1880,23298,"Join our team as an IT Project Manager. Skills required: Agile, Scrum, Leadership. Responsibilities: Work with IT teams, Ensure project success, Manage IT projects."
Agile Project Manager,2.6,Matahari Department Store,Palembang,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",2920,49073,"We need an Agile Project Manager with skills in Project Management, Agile, Scrum. Main tasks: Manage agile projects, Collaborate with agile teams, Ensure project delivery."
Reinforcement Learning Specialist,4.6,Bank Mandiri,Serang,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",5030,79344,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, Reinforcement Learning, Machine Learning. Responsibilities: Develop RL models, Conduct experiments, Optimize RL algorithms."
Graphic Designer,3.3,Indofood,Mojokerto,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Sampoerna, Djarum, Gudang Garam",3151,41264,"Seeking a Graphic Designer proficient in InDesign, Graphic Design, Illustrator. Responsibilities: Collaborate with marketing teams, Work with design tools, Ensure design quality."
Interaction Designer,4.2,Sinar Mas Group,Malang,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2336,28105,"We are looking for an Interaction Designer skilled in UI Design, Interaction Design, Adobe XD. Responsibilities include Design interactive experiences, Ensure interaction quality, Work with design tools."
Data Analyst,3.1,Matahari Department Store,Medan,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",4362,49073,"Seeking a Data Analyst proficient in Tableau, Data Visualization, Excel. Responsibilities include Support data-driven decision making, Identify trends and patterns, Analyze business data."
Scrum Master,3.1,PT Telkom Indonesia,Bengkulu,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), XL Axiata, Indosat Ooredoo",185,2421,"We are looking for a Scrum Master skilled in Team Collaboration, Project Management, Agile. Responsibilities include Support agile teams, Communicate with stakeholders, Ensure team productivity."
Machine Learning Engineer,4.0,Indofood,Semarang,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Gudang Garam, Sampoerna, Unilever Indonesia",2770,41264,"Join our team as a Machine Learning Engineer. Skills required: TensorFlow, Python, NLP. Responsibilities: Deploy ML solutions, Develop machine learning models, Work with TensorFlow and PyTorch."
Reinforcement Learning Specialist,5.0,Bank Negara Indonesia (BNI),Tual,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Mandiri, Bank Rakyat Indonesia (BRI)",7568,86365,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, TensorFlow, Algorithms. Responsibilities: Collaborate with data scientists, Work with TensorFlow and PyTorch, Conduct experiments."
Agile Project Manager,4.2,Matahari Department Store,Bandung,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",3976,49073,"We need an Agile Project Manager with skills in Project Management, Scrum, Agile. Main tasks: Collaborate with agile teams, Communicate with stakeholders, Facilitate agile processes."
UI Designer,2.7,Indomaret,Salatiga,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",5011,61964,"Hiring a UI Designer experienced with Figma, UI Design, Sketch. Responsibilities: Collaborate with developers, Create prototypes, Work with design tools."
Product Manager,4.0,Djarum,Madiun,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Gudang Garam, Indofood, Unilever Indonesia",3894,52425,"Hiring a Product Manager experienced with Leadership, Product Development, Scrum. You will be responsible for Work with cross-functional teams, Ensure product success, Manage product lifecycle."
Program Manager,4.6,Bank Rakyat Indonesia (BRI),Tegal,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Central Asia (BCA), Bank Negara Indonesia (BNI), Bank Mandiri",2979,41943,"Join us as a Program Manager. Required skills: Communication, Leadership, Program Management. Duties: Manage program budgets, Communicate with stakeholders, Manage programs."
Data Scientist,3.4,Tokopedia,Bandung,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"GoJek, Bukalapak, Traveloka",330,3915,"We are looking for a Data Scientist to join our team. Requirements: Experience in SQL, Data Analysis, Machine Learning. Responsibilities: Analyze data to drive insights, Collaborate with cross-functional teams, Work with large datasets."
IT Project Manager,2.8,Sinar Mas Group,Salatiga,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2164,28105,"Join our team as an IT Project Manager. Skills required: IT Project Management, Agile, Scrum. Responsibilities: Work with IT teams, Manage IT projects, Communicate with stakeholders."
Back-end Developer,4.8,Pertamina,Banjarmasin,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"Bumi Resources, PLN (Perusahaan Listrik Negara)",1712,23298,"Hiring a Back-end Developer experienced with Java, SQL, Python. Responsibilities: Ensure application performance, Optimize server-side code, Collaborate with front-end developers."
Program Manager,2.5,Sampoerna,Banjar,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Unilever Indonesia, Gudang Garam, Indofood",2276,25742,"Join us as a Program Manager. Required skills: Agile, Leadership, Program Management. Duties: Manage programs, Communicate with stakeholders, Manage program budgets."
Research Scientist,3.0,Sinar Mas Group,Madiun,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1743,28105,"Join us as a Research Scientist. Required skills: Statistics, Python, Machine Learning. Duties: Analyze experimental data, Publish research findings, Conduct research and experiments."
Interaction Designer,2.7,Bukalapak,Dumai,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"Tokopedia, GoJek, Traveloka",934,14695,"We are looking for an Interaction Designer skilled in Interaction Design, Prototyping, Adobe XD. Responsibilities include Design interactive experiences, Collaborate with developers, Ensure interaction quality."
Motion Graphics Designer,3.9,Blue Bird Group,Jakarta,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",1789,29347,"Join us as a Motion Graphics Designer. Required skills: Creativity, Animation, Motion Graphics. Duties: Ensure animation quality, Collaborate with video production teams, Work with animation tools."
Research Scientist,4.3,Garuda Indonesia,Pasuruan,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",4936,67312,"Join us as a Research Scientist. Required skills: R, Data Analysis, Python. Duties: Conduct research and experiments, Publish research findings, Analyze experimental data."
UI Designer,3.9,Bank Rakyat Indonesia (BRI),Cirebon,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",3160,41943,"Hiring a UI Designer experienced with Adobe XD, UI Design, Sketch. Responsibilities: Design user interfaces, Work with design tools, Collaborate with developers."
Web Developer,3.3,Bumi Resources,Mataram,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"Pertamina, PLN (Perusahaan Listrik Negara)",3705,55999,"We need a Web Developer proficient in React, JavaScript, CSS. Responsibilities: Develop and maintain websites, Collaborate with designers, Work with HTML, CSS, and JavaScript."
Data Analyst,3.6,GoJek,Lubuklinggau,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Tokopedia, Bukalapak",3353,42110,"Seeking a Data Analyst proficient in SQL, Excel, Tableau. Responsibilities include Create reports and dashboards, Identify trends and patterns, Analyze business data."
Web Application Developer,2.8,Blue Bird Group,Lhokseumawe,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",1821,29347,"We are looking for a Web Application Developer skilled in HTML, JavaScript, Web Development. Responsibilities include Optimize web application performance, Ensure application security, Collaborate with designers."
Computer Vision Engineer,2.6,Sampoerna,Tebing Tinggi,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Gudang Garam, Djarum, Unilever Indonesia",1694,25742,"We are looking for a Computer Vision Engineer skilled in Computer Vision, Deep Learning, Python. Responsibilities include Optimize image processing algorithms, Develop computer vision models, Collaborate with data scientists."
Web Application Developer,4.0,Garuda Indonesia,Metro,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",3623,67312,"We are looking for a Web Application Developer skilled in HTML, JavaScript, CSS. Responsibilities include Ensure application security, Work with JavaScript and APIs, Optimize web application performance."
Business Intelligence Analyst,2.6,Bank Central Asia (BCA),Payakumbuh,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",1914,31814,"We need a Business Intelligence Analyst with skills in Dashboarding, BI Tools, Analytics. Main tasks: Provide actionable insights, Develop BI solutions, Analyze data trends."
Data Mining Engineer,3.4,Telekomunikasi Selular (Telkomsel),Tasikmalaya,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"PT Telkom Indonesia, Indosat Ooredoo, XL Axiata",4545,66317,"Seeking a Data Mining Engineer proficient in Algorithms, Data Mining, SQL. Responsibilities include Provide actionable insights, Work with data scientists, Develop data mining models."
Web Application Developer,4.0,Indomaret,Pariaman,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",4239,61964,"We are looking for a Web Application Developer skilled in APIs, JavaScript, CSS. Responsibilities include Develop web applications, Work with JavaScript and APIs, Optimize web application performance."
