Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Agile Project Manager,2.8,Djarum,"Surabaya, Indonesia","Yogyakarta, Indonesia",10001+ employees,2013,Company - Public,Information Technology,Business Services,None,115.4,70.3,"We need an Agile Project Manager with skills in Project Management, Scrum, Leadership. Main tasks: Manage agile projects, Collaborate with agile teams, Ensure project delivery."
UI/UX Developer,3.4,PT Telkom Indonesia,"Bandung, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2012,Company - Private,Information Technology,Technology,-1,140.8,70.1,"Join us as a UI/UX Developer. Required skills: Sketch, Adobe XD, UX Research. Duties: Conduct user research, Create prototypes, Design user interfaces and experiences."
Computer Vision Engineer,4.3,Gudang Garam,"Surabaya, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Technology,None,53.8,80.0,"We are looking for a Computer Vision Engineer skilled in Python, OpenCV, Image Processing. Responsibilities include Optimize image processing algorithms, Develop computer vision models, Collaborate with data scientists."
Web Developer,3.3,Sinar Mas Group,"Bandung, Indonesia","Yogyakarta, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Technology,None,86.3,42.8,"We need a Web Developer proficient in React, JavaScript, Node.js. Responsibilities: Develop and maintain websites, Work with HTML, CSS, and JavaScript, Collaborate with designers."
Motion Graphics Designer,2.7,Astra International,"Surabaya, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2011,Company - Private,Information Technology,Business Services,None,135.7,63.6,"Join us as a Motion Graphics Designer. Required skills: Motion Graphics, Animation, Creativity. Duties: Develop visual content, Create motion graphics, Collaborate with video production teams."
Interaction Designer,2.7,Bank Negara Indonesia (BNI),"Jakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2013,Company - Public,Information Technology,Technology,None,139.6,84.7,"We are looking for an Interaction Designer skilled in UI Design, Interaction Design, Prototyping. Responsibilities include Create prototypes, Design interactive experiences, Collaborate with developers."
JavaScript Developer,4.0,Blue Bird Group,"Yogyakarta, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Business Services,-1,128.5,33.3,"Hiring a JavaScript Developer proficient in Vue.js, Angular, Node.js. Responsibilities: Ensure code quality, Work with frameworks like React and Node.js, Optimize JavaScript performance."
Front-end Developer,4.9,Sampoerna,"Bali, Indonesia","Surabaya, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Technology,-1,87.4,76.3,"Seeking a Front-end Developer with skills in Vue.js, HTML, CSS. Responsibilities: Collaborate with back-end developers, Ensure responsive design, Develop user interfaces."
Data Mining Engineer,4.9,Indosat Ooredoo,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Business Services,-1,67.3,29.2,"Seeking a Data Mining Engineer proficient in Python, Algorithms, Data Mining. Responsibilities include Develop data mining models, Analyze large datasets, Optimize algorithms."
UI Designer,4.7,XL Axiata,"Yogyakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,-1,60.3,68.1,"Hiring a UI Designer experienced with UI Design, Prototyping, Sketch. Responsibilities: Ensure design consistency, Create prototypes, Work with design tools."
Robotics Engineer,3.1,Alfamart,"Bali, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Business Services,-1,78.2,42.6,"Seeking a Robotics Engineer proficient in Python, Robotics, C++. Responsibilities include Collaborate with other engineers, Work with control systems, Test and optimize robotics algorithms."
Agile Project Manager,3.9,Indosat Ooredoo,"Jakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Technology,-1,67.1,84.5,"We need an Agile Project Manager with skills in Project Management, Scrum, Leadership. Main tasks: Manage agile projects, Ensure project delivery, Facilitate agile processes."
Data Engineer,3.2,Astra International,"Jakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2009,Company - Private,Software,Technology,-1,59.2,68.3,"Hiring a Data Engineer experienced with SQL, Big Data, ETL. You will be responsible for Build and maintain data pipelines, Collaborate with data scientists, Work with big data technologies."
Data Engineer,4.1,Tokopedia,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Private,Information Technology,Technology,-1,73.3,87.6,"Hiring a Data Engineer experienced with Python, ETL, Big Data. You will be responsible for Build and maintain data pipelines, Ensure data quality and integrity, Develop ETL processes."
Web Application Developer,3.3,Ciputra Development,"Bandung, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,-1,69.6,42.8,"We are looking for a Web Application Developer skilled in APIs, CSS, JavaScript. Responsibilities include Work with JavaScript and APIs, Collaborate with designers, Optimize web application performance."
Brand Designer,2.9,Indomaret,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2009,Company - Public,Information Technology,Technology,-1,127.6,98.7,"Hiring a Brand Designer proficient in Creativity, Graphic Design, Brand Strategy. Responsibilities: Create visual identities, Work with design tools, Collaborate with marketing teams."
Computer Vision Engineer,3.6,Lippo Group,"Bali, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,Information Technology,Technology,None,75.6,44.9,"We are looking for a Computer Vision Engineer skilled in Image Processing, Python, Deep Learning. Responsibilities include Work with image data, Develop computer vision models, Collaborate with data scientists."
UI Designer,4.0,Traveloka,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Business Services,None,106.4,76.3,"Hiring a UI Designer experienced with Sketch, Prototyping, Adobe XD. Responsibilities: Design user interfaces, Work with design tools, Collaborate with developers."
Graphic Designer,2.7,Sampoerna,"Bandung, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,Software,Business Services,None,140.1,52.3,"Seeking a Graphic Designer proficient in Illustrator, Graphic Design, InDesign. Responsibilities: Develop branding materials, Ensure design quality, Work with design tools."
Program Manager,4.5,Matahari Department Store,"Bandung, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Business Services,-1,137.1,60.9,"Join us as a Program Manager. Required skills: Scrum, Agile, Communication. Duties: Coordinate multiple projects, Ensure program delivery, Communicate with stakeholders."
Business Intelligence Analyst,3.5,Djarum,"Yogyakarta, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,Software,Technology,-1,144.9,38.6,"We need a Business Intelligence Analyst with skills in Data Modeling, Dashboarding, SQL. Main tasks: Create and maintain dashboards, Provide actionable insights, Work with business stakeholders."
Interaction Designer,4.9,Gudang Garam,"Bali, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2011,Company - Public,Information Technology,Technology,None,105.3,46.4,"We are looking for an Interaction Designer skilled in Interaction Design, Adobe XD, Prototyping. Responsibilities include Design interactive experiences, Work with design tools, Collaborate with developers."
Agile Project Manager,4.5,Sinar Mas Group,"Surabaya, Indonesia","Surabaya, Indonesia",10001+ employees,2012,Company - Private,Software,Business Services,-1,141.7,49.7,"We need an Agile Project Manager with skills in Communication, Project Management, Agile. Main tasks: Communicate with stakeholders, Ensure project delivery, Manage agile projects."
Graphic Designer,3.5,Indofood,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2012,Company - Private,Software,Technology,None,127.6,48.5,"Seeking a Graphic Designer proficient in Illustrator, Graphic Design, InDesign. Responsibilities: Collaborate with marketing teams, Ensure design quality, Develop branding materials."
Data Engineer,2.5,Indomaret,"Surabaya, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,E-commerce,Technology,None,129.8,55.9,"Hiring a Data Engineer experienced with Python, Big Data, Hadoop. You will be responsible for Ensure data quality and integrity, Collaborate with data scientists, Develop ETL processes."
Computer Vision Engineer,4.7,Bukalapak,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2013,Company - Private,E-commerce,Business Services,-1,110.8,10.5,"We are looking for a Computer Vision Engineer skilled in Python, Computer Vision, Deep Learning. Responsibilities include Use OpenCV and TensorFlow, Optimize image processing algorithms, Develop computer vision models."
AI Research Scientist,3.4,Alfamart,"Bali, Indonesia","Bali, Indonesia",5001 to 10000 employees,2013,Company - Private,Software,Technology,None,76.4,82.7,"We need an AI Research Scientist with skills in Machine Learning, Algorithms, Research. Main tasks: Analyze experimental results, Collaborate with other researchers, Conduct AI research."
Agile Project Manager,3.4,PT Telkom Indonesia,"Bandung, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,-1,86.4,37.9,"We need an Agile Project Manager with skills in Project Management, Agile, Communication. Main tasks: Manage agile projects, Communicate with stakeholders, Ensure project delivery."
Interaction Designer,3.1,Unilever Indonesia,"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,Information Technology,Technology,-1,54.7,21.2,"We are looking for an Interaction Designer skilled in Adobe XD, Interaction Design, UI Design. Responsibilities include Create prototypes, Work with design tools, Ensure interaction quality."
Business Intelligence Analyst,3.8,Garuda Indonesia,"Bandung, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Technology,None,67.3,53.5,"We need a Business Intelligence Analyst with skills in Analytics, Data Modeling, SQL. Main tasks: Create and maintain dashboards, Work with business stakeholders, Analyze data trends."
Data Scientist,3.1,PLN (Perusahaan Listrik Negara),"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,E-commerce,Technology,None,63.6,15.8,"We are looking for a Data Scientist to join our team. Requirements: Experience in R, Data Analysis, Python. Responsibilities: Develop predictive models, Work with large datasets, Collaborate with cross-functional teams."
IT Project Manager,4.5,Lippo Group,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2013,Company - Public,E-commerce,Business Services,None,76.5,76.8,"Join our team as an IT Project Manager. Skills required: Scrum, Leadership, Agile. Responsibilities: Work with IT teams, Communicate with stakeholders, Manage IT projects."
Product Manager,4.3,Sampoerna,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2010,Company - Private,Information Technology,Technology,-1,60.4,78.7,"Hiring a Product Manager experienced with Scrum, Leadership, Product Development. You will be responsible for Work with cross-functional teams, Manage product lifecycle, Ensure product success."
Motion Graphics Designer,4.5,XL Axiata,"Yogyakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2012,Company - Public,Software,Business Services,-1,108.8,77.0,"Join us as a Motion Graphics Designer. Required skills: Animation, Creativity, After Effects. Duties: Collaborate with video production teams, Ensure animation quality, Create motion graphics."
Reinforcement Learning Specialist,3.3,PLN (Perusahaan Listrik Negara),"Surabaya, Indonesia","Bali, Indonesia",1001 to 5000 employees,2009,Company - Public,Software,Technology,-1,131.7,39.5,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, TensorFlow, Machine Learning. Responsibilities: Work with TensorFlow and PyTorch, Develop RL models, Optimize RL algorithms."
Technical Project Manager,4.7,Indosat Ooredoo,"Bali, Indonesia","Surabaya, Indonesia",10001+ employees,2009,Company - Private,Software,Technology,-1,118.4,29.4,"Seeking a Technical Project Manager proficient in Project Management, Technical Background, Agile. Responsibilities include Manage project timelines, Manage technical projects, Work with cross-functional teams."
Back-end Developer,2.7,GoJek,"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Public,Information Technology,Technology,None,101.5,87.2,"Hiring a Back-end Developer experienced with SQL, APIs, Python. Responsibilities: Collaborate with front-end developers, Develop server-side logic, Ensure application performance."
JavaScript Developer,4.2,Pertamina,"Yogyakarta, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,Information Technology,Business Services,-1,86.3,98.1,"Hiring a JavaScript Developer proficient in Angular, React, Node.js. Responsibilities: Ensure code quality, Collaborate with other developers, Work with frameworks like React and Node.js."
UI/UX Developer,5.0,XL Axiata,"Bali, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Public,E-commerce,Business Services,-1,141.2,12.5,"Join us as a UI/UX Developer. Required skills: Adobe XD, Sketch, UI Design. Duties: Create prototypes, Conduct user research, Design user interfaces and experiences."
Big Data Specialist,4.6,Bumi Resources,"Jakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2010,Company - Private,E-commerce,Business Services,None,50.6,71.7,"We are looking for a Big Data Specialist skilled in Big Data, NoSQL, Hadoop. Responsibilities include Work with Hadoop and Spark, Manage and analyze large datasets, Develop big data solutions."
Program Manager,4.5,Bank Negara Indonesia (BNI),"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2013,Company - Public,Information Technology,Technology,-1,92.5,63.9,"Join us as a Program Manager. Required skills: Communication, Scrum, Agile. Duties: Manage program budgets, Communicate with stakeholders, Ensure program delivery."
Robotics Engineer,3.1,Ciputra Development,"Bali, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2009,Company - Private,Information Technology,Technology,-1,97.3,65.7,"Seeking a Robotics Engineer proficient in C++, Control Systems, ROS. Responsibilities include Collaborate with other engineers, Work with control systems, Develop robotics solutions."
Robotics Engineer,4.8,Bank Negara Indonesia (BNI),"Surabaya, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Public,E-commerce,Business Services,None,134.1,37.2,"Seeking a Robotics Engineer proficient in Robotics, Python, ROS. Responsibilities include Collaborate with other engineers, Work with control systems, Develop robotics solutions."
Back-end Developer,4.1,Djarum,"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2011,Company - Private,Software,Business Services,-1,137.0,16.8,"Hiring a Back-end Developer experienced with SQL, Node.js, Java. Responsibilities: Work with databases, Collaborate with front-end developers, Develop server-side logic."
Technical Project Manager,3.7,Gudang Garam,"Yogyakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2012,Company - Private,E-commerce,Technology,None,139.6,20.3,"Seeking a Technical Project Manager proficient in Technical Background, Agile, Scrum. Responsibilities include Manage technical projects, Ensure project delivery, Work with cross-functional teams."
Reinforcement Learning Specialist,2.7,Tokopedia,"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2009,Company - Public,Information Technology,Technology,-1,120.5,37.7,"Join our team as a Reinforcement Learning Specialist. Skills required: Algorithms, TensorFlow, Machine Learning. Responsibilities: Collaborate with data scientists, Work with TensorFlow and PyTorch, Conduct experiments."
UI/UX Developer,3.3,XL Axiata,"Jakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2012,Company - Public,Information Technology,Business Services,-1,147.6,17.7,"Join us as a UI/UX Developer. Required skills: UI Design, UX Research, Prototyping. Duties: Design user interfaces and experiences, Create prototypes, Collaborate with developers."
UX Designer,2.9,Gudang Garam,"Yogyakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,-1,59.5,88.4,"We need a UX Designer with skills in UX Research, Adobe XD, Wireframing. Main tasks: Collaborate with developers, Conduct user research, Create wireframes and prototypes."
UX Designer,4.1,Traveloka,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2013,Company - Private,Software,Business Services,-1,103.7,74.0,"We need a UX Designer with skills in Wireframing, Adobe XD, UX Research. Main tasks: Conduct user research, Design user experiences, Collaborate with developers."
UI Designer,4.5,Djarum,"Yogyakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Private,E-commerce,Business Services,-1,54.4,82.3,"Hiring a UI Designer experienced with Prototyping, Adobe XD, Figma. Responsibilities: Ensure design consistency, Design user interfaces, Create prototypes."
Front-end Developer,4.6,Indofood,"Surabaya, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,-1,51.3,94.2,"Seeking a Front-end Developer with skills in CSS, React, JavaScript. Responsibilities: Ensure responsive design, Develop user interfaces, Optimize front-end performance."
Program Manager,2.7,Sinar Mas Group,"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,Information Technology,Business Services,-1,123.9,80.4,"Join us as a Program Manager. Required skills: Program Management, Scrum, Agile. Duties: Communicate with stakeholders, Manage program budgets, Ensure program delivery."
Product Manager,4.5,Traveloka,"Bali, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Business Services,-1,98.6,50.6,"Hiring a Product Manager experienced with Leadership, Agile, Scrum. You will be responsible for Communicate with stakeholders, Manage product lifecycle, Ensure product success."
Data Engineer,4.5,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Jakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Private,Information Technology,Business Services,-1,50.0,42.7,"Hiring a Data Engineer experienced with Hadoop, ETL, SQL. You will be responsible for Build and maintain data pipelines, Collaborate with data scientists, Work with big data technologies."
UI/UX Developer,3.0,Indofood,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2009,Company - Private,Information Technology,Business Services,-1,75.2,14.8,"Join us as a UI/UX Developer. Required skills: UI Design, Sketch, Prototyping. Duties: Conduct user research, Design user interfaces and experiences, Collaborate with developers."
NLP Engineer (Natural Language Processing),4.1,Bukalapak,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Technology,None,106.6,87.0,"Join us as an NLP Engineer. Required skills: Text Mining, Python, NLP. Duties: Use NLP libraries, Work with text data, Develop NLP models."
JavaScript Developer,3.0,Garuda Indonesia,"Yogyakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Technology,None,121.1,87.3,"Hiring a JavaScript Developer proficient in Angular, React, Node.js. Responsibilities: Ensure code quality, Develop applications using JavaScript, Optimize JavaScript performance."
Web Application Developer,3.3,Indosat Ooredoo,"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,-1,60.4,59.3,"We are looking for a Web Application Developer skilled in CSS, JavaScript, Web Development. Responsibilities include Develop web applications, Ensure application security, Optimize web application performance."
Scrum Master,2.5,PT Telkom Indonesia,"Surabaya, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Business Services,-1,137.7,58.7,"We are looking for a Scrum Master skilled in Facilitation, Team Collaboration, Scrum. Responsibilities include Support agile teams, Remove obstacles, Facilitate scrum processes."
Technical Project Manager,4.1,Bank Central Asia (BCA),"Yogyakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2011,Company - Public,Software,Technology,None,133.6,88.7,"Seeking a Technical Project Manager proficient in Leadership, Technical Background, Scrum. Responsibilities include Ensure project delivery, Manage technical projects, Communicate with stakeholders."
Product Manager,4.9,Bank Central Asia (BCA),"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Business Services,None,51.9,33.0,"Hiring a Product Manager experienced with Scrum, Agile, Product Management. You will be responsible for Work with cross-functional teams, Define product vision, Ensure product success."
NLP Engineer (Natural Language Processing),3.7,Sampoerna,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2009,Company - Public,E-commerce,Technology,-1,97.4,74.7,"Join us as an NLP Engineer. Required skills: Python, NLP, Text Mining. Duties: Work with text data, Use NLP libraries, Deploy NLP solutions."
Data Analyst,3.2,PT Telkom Indonesia,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Public,E-commerce,Business Services,-1,127.2,35.7,"Seeking a Data Analyst proficient in Data Visualization, Excel, SQL. Responsibilities include Analyze business data, Identify trends and patterns, Create reports and dashboards."
Web Application Developer,4.4,Kalbe Farma,"Bandung, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,-1,108.8,77.0,"We are looking for a Web Application Developer skilled in APIs, CSS, HTML. Responsibilities include Develop web applications, Optimize web application performance, Ensure application security."
UI/UX Developer,4.9,Kalbe Farma,"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Private,E-commerce,Technology,None,131.7,68.7,"Join us as a UI/UX Developer. Required skills: Prototyping, Sketch, Adobe XD. Duties: Design user interfaces and experiences, Create prototypes, Conduct user research."
Web Application Developer,2.5,Bukalapak,"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Public,Software,Technology,-1,104.1,71.8,"We are looking for a Web Application Developer skilled in HTML, APIs, Web Development. Responsibilities include Work with JavaScript and APIs, Optimize web application performance, Develop web applications."
Data Scientist,3.0,Indosat Ooredoo,"Yogyakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2011,Company - Private,Information Technology,Technology,-1,149.3,53.4,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, Data Analysis, Python. Responsibilities: Work with large datasets, Develop predictive models, Communicate findings to stakeholders."
UI/UX Developer,3.4,Ciputra Development,"Jakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Private,E-commerce,Technology,None,96.3,21.0,"Join us as a UI/UX Developer. Required skills: Adobe XD, Sketch, UX Research. Duties: Conduct user research, Create prototypes, Work with design tools."
JavaScript Developer,3.5,Sampoerna,"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,-1,105.5,65.1,"Hiring a JavaScript Developer proficient in React, Angular, Node.js. Responsibilities: Ensure code quality, Work with frameworks like React and Node.js, Optimize JavaScript performance."
Graphic Designer,2.9,Astra International,"Bandung, Indonesia","Jakarta, Indonesia",10001+ employees,2010,Company - Public,Software,Technology,-1,78.5,15.9,"Seeking a Graphic Designer proficient in Creativity, InDesign, Adobe Photoshop. Responsibilities: Collaborate with marketing teams, Develop branding materials, Create visual designs."
Research Scientist,4.8,Matahari Department Store,"Surabaya, Indonesia","Bali, Indonesia",5001 to 10000 employees,2013,Company - Public,Software,Technology,-1,104.0,65.8,"Join us as a Research Scientist. Required skills: Statistics, R, Python. Duties: Analyze experimental data, Collaborate with other scientists, Conduct research and experiments."
UI/UX Developer,3.6,Sinar Mas Group,"Surabaya, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2012,Company - Public,Software,Business Services,-1,147.8,50.0,"Join us as a UI/UX Developer. Required skills: Prototyping, Sketch, UI Design. Duties: Design user interfaces and experiences, Conduct user research, Collaborate with developers."
Web Application Developer,2.9,PT Telkom Indonesia,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Business Services,-1,149.5,38.7,"We are looking for a Web Application Developer skilled in HTML, Web Development, CSS. Responsibilities include Work with JavaScript and APIs, Collaborate with designers, Ensure application security."
Computer Vision Engineer,2.6,Pertamina,"Bandung, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Business Services,None,81.1,86.1,"We are looking for a Computer Vision Engineer skilled in OpenCV, Image Processing, Computer Vision. Responsibilities include Develop computer vision models, Use OpenCV and TensorFlow, Work with image data."
Machine Learning Engineer,3.3,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Bandung, Indonesia","Bali, Indonesia",10001+ employees,2011,Company - Private,Information Technology,Business Services,-1,91.7,29.4,"Join our team as a Machine Learning Engineer. Skills required: Python, NLP, Deep Learning. Responsibilities: Deploy ML solutions, Collaborate with data scientists, Optimize ML algorithms."
Agile Project Manager,4.6,Indosat Ooredoo,"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Public,Information Technology,Business Services,None,81.1,52.7,"We need an Agile Project Manager with skills in Agile, Communication, Leadership. Main tasks: Manage agile projects, Facilitate agile processes, Communicate with stakeholders."
Motion Graphics Designer,4.5,Bank Central Asia (BCA),"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,Information Technology,Business Services,None,104.0,61.0,"Join us as a Motion Graphics Designer. Required skills: After Effects, Cinema 4D, Animation. Duties: Develop visual content, Work with animation tools, Collaborate with video production teams."
Big Data Specialist,3.4,PLN (Perusahaan Listrik Negara),"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Private,E-commerce,Technology,-1,135.8,85.5,"We are looking for a Big Data Specialist skilled in Spark, NoSQL, Big Data. Responsibilities include Manage and analyze large datasets, Collaborate with data engineers, Develop big data solutions."
Program Manager,2.6,Matahari Department Store,"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2010,Company - Private,Software,Business Services,None,104.7,67.5,"Join us as a Program Manager. Required skills: Scrum, Agile, Program Management. Duties: Ensure program delivery, Coordinate multiple projects, Manage program budgets."
UI Designer,3.9,XL Axiata,"Bali, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,Information Technology,Business Services,-1,79.5,100.0,"Hiring a UI Designer experienced with Adobe XD, Figma, Sketch. Responsibilities: Ensure design consistency, Collaborate with developers, Create prototypes."
UX Designer,4.1,PT Telkom Indonesia,"Jakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Public,Software,Technology,None,75.3,67.5,"We need a UX Designer with skills in Sketch, Adobe XD, Wireframing. Main tasks: Design user experiences, Create wireframes and prototypes, Ensure usability."
Interaction Designer,3.2,Indosat Ooredoo,"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Public,Software,Technology,None,114.2,76.5,"We are looking for an Interaction Designer skilled in Interaction Design, Adobe XD, UI Design. Responsibilities include Ensure interaction quality, Create prototypes, Design interactive experiences."
Back-end Developer,3.4,PT Telkom Indonesia,"Jakarta, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Private,Software,Technology,None,67.2,66.1,"Hiring a Back-end Developer experienced with APIs, Python, Java. Responsibilities: Develop server-side logic, Optimize server-side code, Ensure application performance."
Web Developer,3.1,Tokopedia,"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Public,Information Technology,Technology,-1,143.0,87.1,"We need a Web Developer proficient in HTML, CSS, JavaScript. Responsibilities: Work with HTML, CSS, and JavaScript, Ensure website performance, Optimize web applications."
Product Manager,3.3,Matahari Department Store,"Yogyakarta, Indonesia","Bandung, Indonesia",10001+ employees,2012,Company - Public,Information Technology,Business Services,None,50.0,74.1,"Hiring a Product Manager experienced with Product Management, Agile, Leadership. You will be responsible for Work with cross-functional teams, Ensure product success, Communicate with stakeholders."
Full-stack Developer,3.3,Telekomunikasi Selular (Telkomsel),"Yogyakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,Software,Business Services,-1,117.3,83.3,"We need a Full-stack Developer with skills in React, JavaScript, HTML. Main tasks: Ensure full-stack performance, Work with HTML, CSS, JavaScript, and server-side languages, Optimize full-stack applications."
Front-end Developer,3.4,Sampoerna,"Surabaya, Indonesia","Yogyakarta, Indonesia",10001+ employees,2013,Company - Public,Software,Business Services,-1,125.9,74.4,"Seeking a Front-end Developer with skills in CSS, HTML, React. Responsibilities: Work with HTML, CSS, and JavaScript, Ensure responsive design, Collaborate with back-end developers."
Reinforcement Learning Specialist,3.7,Astra International,"Jakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2013,Company - Public,Software,Business Services,None,78.8,24.6,"Join our team as a Reinforcement Learning Specialist. Skills required: Algorithms, TensorFlow, Reinforcement Learning. Responsibilities: Collaborate with data scientists, Optimize RL algorithms, Work with TensorFlow and PyTorch."
UX Designer,3.0,Traveloka,"Surabaya, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2013,Company - Public,Information Technology,Business Services,-1,67.2,22.1,"We need a UX Designer with skills in Sketch, UX Research, Wireframing. Main tasks: Collaborate with developers, Design user experiences, Create wireframes and prototypes."
Web Application Developer,3.1,Pertamina,"Surabaya, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2009,Company - Public,E-commerce,Technology,-1,149.6,61.2,"We are looking for a Web Application Developer skilled in Web Development, CSS, APIs. Responsibilities include Collaborate with designers, Optimize web application performance, Ensure application security."
